,name,id,address_name,price_limit,Европейская кухня,Паназиатская кухня,Русская кухня,Американская кухня,Грузинская кухня,Постное меню,Вегетарианское меню,Cuisine,price_limit,office_time,reviews_general_rating,reviews_general_review_count
317,"Тесто место, кафе-пекарня",5348553838658850,"Фурштатская улица, 32",500.0,1,0,0,0,1,0,0,Грузинская кухня,500.0,10.66,4.7,45.0
318,"Штолле, кафе-пироговая",70000001022566615,"улица Комсомола, 35",350.0,1,0,1,0,0,0,0,Русская кухня,350.0,21.16,3.4,21.0
319,"Мит Стар, кафе и фирменный магазин",70000001033525609,"Боткинская улица, 1 лит А",1000.0,1,0,1,0,0,0,0,Русская кухня,1000.0,25.21,4.8,152.0
320,"Кебаб , кафе",70000001061413497,"улица Академика Лебедева, 17/2",350.0,0,1,0,0,0,0,0,Восточная кухня,350.0,25.13,3.1,47.0
321,"Мари, кафе",5348553838663577,"улица Академика Лебедева, 11-13",700.0,1,0,0,0,1,0,0,Грузинская кухня,700.0,24.49,4.2,57.0
322,Чан лапши,70000001068521200,"Лесной проспект, 1а",450.0,0,1,0,0,0,0,0,Азиатская кухня,450.0,28.88,4.0,62.0
323,"Генацвале, кафе",5348552841362392,"Комиссара Смирнова, 5/7",600.0,1,0,0,0,1,0,0,Европейская кухня; Грузинская кухня,600.0,32.06,2.9,37.0
324,"Tara Brooch, ирландский паб",5348552838498597,"2-я Советская улица, 18 лит Б",1500.0,1,0,1,1,0,0,0,Европейская кухня; Русская кухня; Американская кухня,1500.0,13.08,4.7,100.0
325,"Бакунин, пивное кафе",5348553838702029,"2-я Советская улица, 25а",700.0,1,0,0,0,0,0,0,Европейская кухня; Средиземноморская кухня,700.0,12.94,4.4,97.0
326,"O`Hooligans, ирландский паб",5348552840958127,"проспект Бакунина, 5",1500.0,1,0,0,0,0,0,0,Европейская кухня,1500.0,14.37,4.3,173.0
327,"Italia, семейное кафе",5348552838596842,"проспект Бакунина, 5",1200.0,1,0,0,0,0,0,0,Итальянская кухня,1200.0,14.39,4.2,818.0
328,Плов&Пури,70000001059088268,"3-я Советская улица, 32",600.0,1,1,0,0,1,1,0,Грузинская кухня; Узбекская кухня,600.0,11.19,4.5,105.0
329,"Афрасиаб, кафе",70000001045022384,"проспект Бакунина, 7",400.0,1,1,0,0,1,0,0,Восточная кухня; Кавказская кухня; Грузинская кухня; Узбекская кухня,400.0,14.6,4.3,47.0
330,"Pizza allegro, пиццерия",5348553838674084,"2-я Советская улица, 25/2",400.0,1,0,0,0,0,0,0,Итальянская кухня,400.0,12.28,4.6,193.0
331,"Клумба, кафе",5348552838531240,"Невский проспект, 150 лит К",790.0,1,0,0,0,0,0,0,Европейская кухня; Итальянская кухня,790.0,15.66,4.5,61.0
332,"Хуторок, кафе",5348552838574188,"3-я Советская улица, 24",500.0,1,0,1,0,0,0,0,Русская кухня,500.0,10.58,4.4,57.0
333,"Люмама, кафе",70000001082514005,"Старорусская, 2",500.0,1,0,0,0,0,0,0,Европейская кухня,500.0,11.55,5.0,27.0
334,"Chicko-вкус Кореи, кафе корейского стритфуда",70000001096237998,"Невский проспект, 142",1000.0,0,1,0,0,0,0,0,Корейская кухня,1000.0,13.99,4.4,54.0
335,"Хинкали&Шашлык, хинкальная-шашлычная",5348552840923120,"Невский проспект, 150 лит К",1000.0,1,0,0,0,1,0,0,Грузинская кухня,1000.0,16.05,4.7,154.0
336,"Harat`s, ирландский паб",5348553838490001,"Невский проспект, 109",600.0,1,0,0,0,0,0,0,Европейская кухня,600.0,15.04,4.2,159.0
337,"Venezia, кафе-мороженое",5348552838596449,"Невский проспект, 107",900.0,1,0,0,0,0,0,0,Итальянская кухня,900.0,14.68,4.7,160.0
338,"Слой, кафе-пекарня",70000001054955505,"Невский проспект, 136",650.0,1,0,0,0,0,0,0,Европейская кухня,650.0,13.81,4.4,143.0
339,"Старград, кафе",5348552838596578,"Перекупной переулок, 12",800.0,1,0,1,0,0,0,0,Русская кухня,800.0,16.25,2.3,24.0
340,"Малатан, китайский и паназиатский ресторан",70000001060749771,"Невский проспект, 128",550.0,0,1,0,0,0,0,0,Азиатская кухня; Китайская кухня,550.0,12.06,4.9,2913.0
341,"Линдфорс, кафе-пироговая",70000001006975059,"Полтавская, 3",400.0,1,0,1,0,0,0,0,Европейская кухня; Русская кухня,400.0,16.4,4.3,67.0
342,"Шашлык хауз, кафе",5348552840110283,"Невский проспект, 128",600.0,1,1,0,0,0,1,0,Европейская кухня; Восточная кухня,600.0,12.5,4.2,124.0
343,"Chang, кафе аутентичной тайской кухни",70000001057752859,"Невский проспект, 97",1500.0,0,1,0,0,0,0,0,Тайская кухня,1500.0,13.74,4.5,533.0
344,"Чито-маргалито, кафе грузинской кухни",70000001065123004,"Перекупной переулок, 4",600.0,1,0,0,0,1,0,0,Грузинская кухня,600.0,17.25,4.6,32.0
345,"Чито-маргалито, кафе грузинской кухни",5348552838766030,"Херсонская улица, 23",600.0,1,0,0,0,1,0,0,Грузинская кухня,600.0,17.27,4.7,79.0
346,"Entry Coffeeshop&Wine, кафе",70000001037578595,"Гончарная, 8",350.0,1,0,0,0,0,0,0,Европейская кухня,350.0,14.5,3.6,75.0
347,"Старик Хинкалыч, кафе",70000001060075387,"Гончарная, 11",500.0,1,0,0,0,1,0,0,Кавказская кухня; Грузинская кухня,500.0,14.65,4.1,391.0
348,"Chela, кафе-бар",5348552840640849,"Гончарная, 9",600.0,1,0,0,0,1,0,0,Грузинская кухня,600.0,14.54,3.8,109.0
349,"Азия сити, кафе",70000001030265887,"Гончарная, 7",350.0,0,1,0,0,0,0,0,Узбекская кухня,350.0,14.49,4.2,21.0
350,"Dini di cafe, кафе",70000001040005534,"Кременчугская улица, 13 к1",1000.0,1,0,0,0,0,0,0,Европейская кухня; Итальянская кухня,1000.0,23.94,4.6,57.0
351,"DoBeerMan, гастробар",70000001064255331,"Кременчугская улица, 9 к2",400.0,1,1,0,0,0,0,0,Европейская кухня; Азиатская кухня,400.0,22.9,5.0,40.0
352,"Кебаб , кафе",70000001069573736,"Миргородская, 20",300.0,0,1,0,0,0,0,0,Восточная кухня,300.0,20.32,3.0,42.0
353,"Шустрый Грузин, кафе",70000001086838514,"Кременчугская улица, 9 к2",600.0,1,0,0,0,1,0,0,Грузинская кухня,600.0,22.26,4.6,6.0
354,"Tamada, кафе",70000001022757977,"Невский проспект, 151",1000.0,1,0,0,0,1,0,0,Грузинская кухня,1000.0,20.82,4.5,64.0
355,Rusticone Caffe,70000001076021657,"Полтавский проезд, 2",1200.0,1,0,0,0,0,0,0,Итальянская кухня,1200.0,20.2,4.8,31.0
356,"Дед Хо, бистро паназиатского стритфуда",70000001030589083,"Невский проспект, 180",500.0,0,1,0,0,0,0,0,Паназиатская кухня; Азиатская кухня; Вьетнамская кухня,500.0,22.02,4.8,328.0
357,"British Bro, кофейня",70000001053752305,"Невский проспект, 173",350.0,1,0,0,0,0,0,0,Европейская кухня,350.0,23.11,4.8,136.0
358,"Пикник, гастробар",70000001089639364,"Невский проспект, 182",1500.0,1,0,0,0,0,0,0,Европейская кухня,1500.0,22.63,4.6,7.0
359,"drink drank drunk, бар",70000001066195866,"Лиговский проспект, 50 лит Д",700.0,1,0,0,0,0,0,0,Европейская кухня,700.0,21.12,4.4,23.0
360,"Doner house №1, кафе",70000001046677180,"Лиговский проспект, 50 к10",350.0,1,1,0,0,1,0,0,Турецкая кухня; Азербайджанская кухня,350.0,21.74,4.0,41.0
361,"Шоколадница, кофейня",5348552838578046,"площадь Александра Невского, 2",700.0,1,0,0,0,0,0,0,Европейская кухня,700.0,23.9,4.1,83.0
362,Мука&Вода,70000001082503535,"Херсонская улица, 43/12",800.0,1,0,0,0,0,0,0,Итальянская кухня,800.0,20.59,3.6,16.0
363,"Supramen, кафе японской кухни",70000001081665825,"Херсонская улица, 43/12",900.0,0,1,0,0,0,0,0,Японская кухня; Китайская кухня; Азиатская кухня; Корейская кухня,900.0,20.96,4.5,116.0
364,"Плов 24, кафе узбекской кухни",70000001035460510,"набережная Обводного канала, 31",500.0,0,1,0,0,0,0,0,Узбекская кухня,500.0,33.08,3.3,44.0
365,"Кебаб , кафе",70000001047563651,"Лиговский проспект, 50 к10",380.0,1,1,1,0,0,0,0,Русская кухня; Восточная кухня; Узбекская кухня,380.0,21.52,3.4,92.0
366,"Veggie box, веган-кафе",70000001020847680,"Лиговский проспект, 50 к8 лит Ж",500.0,0,0,0,0,0,1,1,Веганская кухня,500.0,21.33,4.4,155.0
367,Hala Rotana,70000001087565019,"улица Черняховского, 55",1200.0,1,1,0,0,0,0,0,Европейская кухня; Арабская кухня,1200.0,27.45,5.0,3.0
368,"Lunar Bakery, кафе",70000001079603289,"Моисеенко, 24",600.0,1,1,1,0,0,0,0,Европейская кухня; Русская кухня; Восточная кухня,600.0,14.07,4.6,71.0
369,"Тропики, кафе",5348552838571101,"Моисеенко, 22 лит А",300.0,1,0,1,0,0,0,0,Европейская кухня; Русская кухня,300.0,13.42,4.8,13.0
370,"Red, кафе",5348553838502715,"Красного Текстильщика, 9-11",400.0,0,1,0,0,0,0,0,Восточная кухня; Халяльная кухня; Узбекская кухня,400.0,16.08,3.1,10.0
371,Кафе узбекской кухни,70000001054809637,"Моисеенко, 43",400.0,0,1,0,0,0,0,0,Узбекская кухня,400.0,16.75,3.0,2.0
372,"Gissar, кафе узбекской кухни",70000001020846211,"Красного Текстильщика, 7",500.0,0,1,0,0,0,0,0,Халяльная кухня; Узбекская кухня,500.0,16.25,2.9,8.0
373,"Панорама, банкетный зал",70000001029194605,"Малоохтинский проспект, 64в",400.0,1,0,0,0,0,1,0,Европейская кухня,400.0,24.72,4.0,8.0
374,"Stg cafe, кафе",70000001045454029,"Красногвардейская площадь, 3 лит Е",900.0,1,0,0,0,0,1,0,Европейская кухня; Итальянская кухня,900.0,26.29,3.8,32.0
375,"Долче вита, кафе",5348552838777396,"проспект Шаумяна, 1 к2",1500.0,1,1,0,0,0,0,0,Европейская кухня; Восточная кухня,1500.0,29.4,3.5,27.0
376,"ProВкус, кафе",70000001051208452,"Большеохтинский проспект, 1 к1",700.0,1,0,1,0,0,0,0,Европейская кухня; Русская кухня,700.0,28.17,4.7,108.0
377,"Радуга, кафе",70000001046976545,"Якорная улица, 5 лит А",500.0,1,0,1,0,0,0,0,Европейская кухня; Русская кухня,500.0,34.04,5.0,1.0
378,"Линдфорс, кафе-пироговая",70000001007250892,"Новочеркасский проспект, 26/16",500.0,1,0,1,0,0,0,0,Европейская кухня; Русская кухня,500.0,31.31,4.2,51.0
379,"Плов №1, кафе",70000001051356355,"Якорная улица, 9а к1",450.0,0,1,0,0,0,0,0,Восточная кухня,450.0,37.24,4.2,20.0
380,"Накатильня, рестобар",70000001020697892,"Заневский проспект, 14",500.0,1,0,1,0,0,0,0,Европейская кухня; Русская кухня,500.0,30.82,4.1,31.0
381,"Кебаб , кафе",70000001052241728,"Заневский проспект, 14",300.0,1,1,1,0,0,0,0,Русская кухня; Восточная кухня; Узбекская кухня,300.0,31.01,3.1,74.0
382,"Эль и вино, паб",5348552838564743,"Заневский проспект, 10",2000.0,1,0,0,1,1,0,0,Американская кухня; Европейская кухня; Грузинская кухня,2000.0,30.76,3.6,29.0
383,Плов сити,70000001093014725,"Новочеркасский проспект, 43",500.0,0,1,0,0,0,0,0,Узбекская кухня,500.0,31.83,4.4,8.0
384,"Русские традиции, кафе-бистро",5348553838502618,"Магнитогорская, 23 к1 лит А",200.0,1,0,0,0,0,0,0,Европейская кухня,200.0,40.28,3.7,14.0
385,"Кыргызстан, чайхана",70000001095210242,"Среднеохтинский проспект, 15",300.0,0,1,0,0,0,0,0,Восточная кухня; Халяльная кухня; Узбекская кухня,300.0,33.49,5.0,25.0
386,"Gocha`s, кафе грузинской кухни",70000001022562530,"Большеохтинский проспект, 15 к1",1700.0,1,0,0,0,1,0,0,Европейская кухня; Грузинская кухня,1700.0,30.96,4.3,47.0
387,Primo caffe,70000001063930768,"Магнитогорская, 51 лит Ю",700.0,1,0,0,0,0,0,0,Итальянская кухня,700.0,41.35,4.5,2.0
388,"Spontan, кафе-бар",70000001036174609,"Басков переулок, 25",1000.0,1,0,0,1,0,0,0,Американская кухня; Европейская кухня; Авторская кухня,1000.0,7.56,4.6,31.0
389,"Ossu, лапшичная",70000001046974460,"улица Некрасова, 21",1300.0,0,1,0,0,0,0,0,Паназиатская кухня,1300.0,7.8,4.7,249.0
390,"Хачапурная, кафе грузинской кухни",70000001028735502,"улица Некрасова, 36",800.0,1,0,0,0,1,0,0,Грузинская кухня,800.0,7.19,4.7,141.0
391,"Aster, городское кафе",70000001054727024,"Маяковского, 23",700.0,1,0,0,0,0,0,0,Европейская кухня,700.0,9.46,4.1,316.0
392,"Killfish 2.0, бар",70000001031977293,"Восстания, 30",500.0,1,0,0,0,0,0,0,Европейская кухня; Итальянская кухня,500.0,6.21,4.8,316.0
393,"Штолле, кафе-пироговая",5348552838587149,"Восстания, 32",500.0,1,0,1,0,0,0,0,Русская кухня,500.0,6.2,3.6,20.0
394,"Заря, бар",70000001044711601,"Маяковского, 40",800.0,1,0,0,0,0,0,0,Европейская кухня; Авторская кухня,800.0,9.72,4.5,58.0
395,"Тихоходка, бар",70000001046256288,"улица Некрасова, 9",1200.0,0,0,0,1,0,0,0,Мексиканская кухня,1200.0,11.2,4.7,131.0
396,"F&C, рестопаб",70000001021675068,"Восстания, 34",600.0,1,0,0,0,0,1,0,Европейская кухня,600.0,6.22,4.5,170.0
397,"Маяк, кафе",5348552838545604,"Маяковского, 20",500.0,1,0,1,0,0,0,0,Русская кухня,500.0,10.87,4.6,94.0
398,"Pasta fresca, кафе",70000001028050087,"Восстания, 25",600.0,1,0,0,0,0,0,0,Итальянская кухня,600.0,7.56,4.6,225.0
399,"Pobo, кафе",70000001047863463,"Восстания, 16",800.0,0,1,0,1,0,0,0,Японская кухня; Гавайская кухня,800.0,7.94,4.5,553.0
400,"joly woо, стритфуд-кафе паназиатской кухни",70000001023257115,"Восстания, 12",750.0,0,1,0,0,0,0,0,Паназиатская кухня; Китайская кухня; Вьетнамская кухня; Азиатская кухня; Корейская кухня,750.0,8.35,4.5,384.0
401,"Horosho, бар",70000001051048540,"Жуковского, 28",700.0,0,0,0,1,0,0,0,Американская кухня,700.0,8.45,4.9,307.0
402,"Fillin good, бар",70000001032974398,"Жуковского, 28",1200.0,0,0,0,0,0,0,0,Авторская кухня,1200.0,8.99,4.6,28.0
403,Йоки,70000001033788213,"Жуковского, 28",850.0,0,1,0,0,0,0,0,Японская кухня; Паназиатская кухня; Азиатская кухня,850.0,8.75,4.5,293.0
404,Vunison ex Friends Time,70000001023812078,"Жуковского, 28",1000.0,1,0,1,0,0,0,0,Европейская кухня; Русская кухня,1000.0,8.63,4.7,165.0
405,"Бюро, кафе-бар",5348553838844238,"Жуковского, 29",800.0,1,0,0,0,0,0,0,Европейская кухня,800.0,11.08,4.2,168.0
406,"Sowa, кафе-бар",70000001066912578,"Жуковского, 47",650.0,1,0,0,0,0,0,0,Европейская кухня; Авторская кухня,650.0,9.39,4.6,153.0
407,"Пу-эр Некрасова, восточная чайная",5348552841080160,"улица Некрасова, 1/38",1800.0,1,1,0,0,0,0,0,Европейская кухня; Азиатская кухня,1800.0,12.89,4.3,31.0
408,"Amarcord, кафе итальянской кухни",5348553838597252,"Жуковского, 49",1500.0,1,0,0,0,0,0,0,Итальянская кухня,1500.0,9.15,4.8,131.0
409,"Pizzeria da Vincenzo, пиццерия",70000001045425930,"Короленко, 3",1500.0,1,0,0,0,0,0,0,Итальянская кухня,1500.0,12.9,4.7,99.0
410,"The Red Corner, гастропаб",70000001030415027,"улица Некрасова, 6",1500.0,1,0,0,0,0,0,0,Европейская кухня,1500.0,12.96,4.6,50.0
411,"Holy Ribs, ресторан",70000001028875578,"Жуковского, 12",1500.0,0,0,0,1,0,0,0,Американская кухня,1500.0,12.22,4.7,233.0
412,"Пробка, бар",70000001045738231,"Жуковского, 21",1500.0,0,0,0,1,0,0,0,Американская кухня,1500.0,12.07,4.8,177.0
413,"Dead poets, интеллигентный бар",5348553838745409,"Жуковского, 12",1700.0,1,1,0,0,0,0,0,Европейская кухня; Авторская кухня; Азиатская кухня,1700.0,12.4,3.8,153.0
414,"Let It bar, бар",5348553839006009,"набережная реки Фонтанки, 28",1500.0,1,0,0,0,0,0,0,Европейская кухня,1500.0,17.85,4.7,86.0
415,"laCellettaCaffe, кафе итальянской кухни",70000001019685044,"набережная реки Фонтанки, 30",700.0,1,0,0,0,0,0,0,Итальянская кухня,700.0,17.44,4.7,151.0
416,"Прекрасная зеленая, кафе",5348552840542084,"Моховая, 41",600.0,0,0,0,0,0,0,1,Веганская кухня; Вегетарианская кухня,600.0,16.54,4.3,89.0
417,"St.Martin, ромовый бар",70000001024502694,"улица Белинского, 1",1500.0,0,0,0,0,0,0,0,Авторская кухня,1500.0,16.92,4.7,100.0
418,"Бизе, кафе-кондитерская",5348552840477605,"Моховая, 46",750.0,1,0,0,0,0,0,0,Европейская кухня,750.0,16.37,3.9,45.0
419,"Лагидзе, кафе",5348552838541575,"улица Белинского, 3",1000.0,1,0,0,0,1,0,0,Грузинская кухня,1000.0,16.72,4.0,51.0
420,"Oliver pub, бар",5348552838615809,"улица Белинского, 3",1100.0,1,0,0,0,0,0,0,Европейская кухня,1100.0,16.46,4.0,70.0
421,"Мама Тата, грузинская неорюмочная",70000001052050960,"Караванная, 8",850.0,1,0,0,0,1,0,0,Европейская кухня; Кавказская кухня; Грузинская кухня,850.0,19.2,4.8,944.0
422,"Мечтатели, гастрономическое кафе",70000001019632134,"набережная реки Фонтанки, 11",1200.0,0,0,0,0,0,0,0,Авторская кухня,1200.0,18.46,4.2,213.0
423,"Pinch!, кафе-бар",70000001022372188,"улица Белинского, 5",1500.0,1,0,0,0,0,0,0,Европейская кухня; Испанская кухня; Итальянская кухня,1500.0,16.28,4.0,171.0
424,"Штолле, кафе-пироговая",5348552838584068,"Садовая улица, 8",500.0,1,0,1,0,0,0,0,Русская кухня,500.0,22.53,3.4,91.0
425,"Муха, арт-бар",70000001043731276,"улица Пестеля, 3",700.0,1,0,0,0,0,0,0,Европейская кухня; Авторская кухня,700.0,19.89,3.9,132.0
426,"Сидрерия, бар",70000001006172980,"Моховая, 30",1000.0,1,0,0,0,0,0,0,Европейская кухня,1000.0,16.21,4.2,449.0
427,"Ботаника, кафе вегетарианской кухни",5348552838766836,"улица Пестеля, 7",800.0,0,0,0,0,0,1,0,Вегетарианская кухня,800.0,18.93,4.3,97.0
428,"Vegan pyramid, кафе",70000001079977162,"Литейный проспект, 43",350.0,0,0,0,0,0,0,1,Веганская кухня,350.0,14.47,4.4,37.0
429,"Bros Burritos, ресторан быстрого питания",70000001030546662,"Моховая, 26",450.0,0,0,0,1,0,0,0,Мексиканская кухня,450.0,16.25,4.4,277.0
430,"Ponte, траттория",70000001060842704,"улица Пестеля, 13-15",1000.0,1,0,0,0,0,0,0,Итальянская кухня,1000.0,18.12,4.7,381.0
431,"Kimchi to go, кафе корейской кухни",70000001065258055,"Литейный проспект, 47",450.0,0,1,0,0,0,0,0,Корейская кухня,450.0,14.77,4.7,505.0
432,"John Doe, кафе-бар азиатской кухни",70000001060963236,"улица Пестеля, 6",1000.0,0,1,0,0,0,0,0,Паназиатская кухня,1000.0,18.22,4.4,105.0
433,Mantra Bagels&Coffee,70000001089434914,"улица Некрасова, 2",700.0,0,0,0,1,0,0,1,Веганская кухня; Американская кухня; Вегетарианская кухня,700.0,13.84,4.6,58.0
434,"Salden`S Taphouse, бар-паб",70000001063935953,"Итальянская, 10",1300.0,0,0,0,1,0,0,0,Американская кухня,1300.0,23.26,4.2,50.0
435,Maneki neko ramen bar,70000001061333273,"Литейный проспект, 36",1000.0,0,1,0,0,0,0,0,Японская кухня; Азиатская кухня; Китайская кухня,1000.0,13.68,4.6,486.0
436,"Chang x Kuta, кафе аутентичной тайской кухни",70000001065161765,"улица Некрасова, 1/38",1200.0,0,1,0,0,0,0,0,Тайская кухня,1200.0,13.71,4.6,450.0
437,"Roses Bar, бар",70000001007391580,"Соляной переулок, 14",800.0,1,0,0,0,1,0,0,Европейская кухня; Грузинская кухня,800.0,18.99,4.1,69.0
438,"Мясорубка Angus, бургерная",70000001042046208,"Литейный проспект, 31",1500.0,1,0,0,1,0,0,0,Американская кухня; Европейская кухня,1500.0,14.4,4.7,328.0
439,"Михайловское, гранд-кафе",70000001069608613,"Инженерная, 2-4",600.0,1,0,1,0,0,0,0,Русская кухня,600.0,24.66,3.0,4.0
440,Sumbur Bar,70000001076156664,"Соляной переулок, 14",1200.0,1,0,1,0,0,0,0,Европейская кухня; Русская кухня,1200.0,19.05,4.8,12.0
441,"Lounge Room, сеть лаундж-баров",70000001038085854,"Садовая улица, 11",800.0,1,1,0,0,0,0,0,Европейская кухня; Авторская кухня; Паназиатская кухня,800.0,23.55,4.8,764.0
442,"Федя, дичь!, аутентичный ларек шашлычная",70000001061503211,"Садовая улица, 7-9-11",600.0,1,0,1,0,0,0,0,Русская кухня,600.0,23.64,4.5,371.0
443,"Лео, шаверма-бар",70000001042866264,"Караванная, 24",1000.0,1,1,0,0,0,0,0,Европейская кухня; Восточная кухня,1000.0,20.42,4.6,990.0
444,"In Georgia, кафе",5348552838593211,"Чайковского, 24",1000.0,1,0,0,0,1,0,0,Грузинская кухня,1000.0,13.71,4.6,148.0
445,Пешеход,70000001060842604,"Маяковского, 54-56",700.0,1,0,0,0,0,0,0,Европейская кухня,700.0,10.56,4.8,220.0
446,"Хачапури и вино, кафе грузинской кухни",70000001021314683,"Маяковского, 54-56",900.0,1,0,0,0,1,0,0,Грузинская кухня,900.0,10.52,3.8,374.0
447,"Joy`s pizza, пиццерия",5348552838480166,"Фурштатская улица, 3",400.0,1,0,0,0,0,0,0,Итальянская кухня,400.0,14.62,4.4,188.0
448,"Afisha, бар в историческом центре",70000001018580775,"Чайковского, 17",1500.0,1,0,0,0,0,0,0,Европейская кухня,1500.0,16.91,4.9,1.0
449,"Мадлоба, кафе грузинской кухни",5348553838714162,"Артиллерийский переулок, 1",1500.0,1,0,0,0,1,0,0,Грузинская кухня,1500.0,13.41,4.8,46.0
450,"Брынза, чебуречная",70000001044305636,"Пушкинская улица, 1",700.0,1,1,0,0,0,0,0,Европейская кухня; Восточная кухня,700.0,14.47,4.7,374.0
451,"Bros Burritos, ресторан быстрого питания",70000001060879763,"Пушкинская улица, 3",500.0,0,0,0,1,0,0,0,Мексиканская кухня,500.0,15.28,4.7,238.0
452,"БуфетЪ, кафе",5348552838596446,"Пушкинская улица, 7",800.0,0,0,0,0,0,0,0,Домашняя кухня,800.0,16.21,4.2,51.0
453,"Пирожковая лавка, кафе",70000001068491583,"улица Марата, 8",300.0,1,0,1,0,0,0,0,Русская кухня,300.0,16.62,4.8,20.0
454,"Beverly Hills, бар",70000001093084158,"Невский проспект, 96",1500.0,1,0,0,1,0,0,1,Веганская кухня; Европейская кухня; Американская кухня,1500.0,14.83,4.9,209.0
455,"Кэт, кафе грузинской кухни",5348552838596495,"Стремянная, 22",1000.0,1,0,0,0,1,0,0,Грузинская кухня,1000.0,16.56,4.6,60.0
456,"Сити гриль, ресторан быстрого питания",5348553838576171,"Восстания, 1",700.0,0,0,0,1,0,0,0,Американская кухня,700.0,12.42,4.3,272.0
457,"Benshi, суши-бар",70000001068637011,"Невский проспект, 67",600.0,0,1,0,0,0,0,0,Паназиатская кухня,600.0,15.57,4.5,66.0
458,"Tsunami, азиатский бар",70000001035822395,"Лиговский проспект, 39/1",2000.0,0,1,0,0,0,0,0,Азиатская кухня,2000.0,12.22,4.3,211.0
459,"Невский двор, кафе",5348552838538238,"Поварской переулок, 4",800.0,1,0,1,0,0,0,0,Европейская кухня; Русская кухня; Домашняя кухня,800.0,17.87,4.6,47.0
460,Кофейня №1,70000001029517153,"Лиговский проспект, 57-59",1000.0,1,0,0,0,0,0,0,Европейская кухня,1000.0,17.69,4.1,693.0
461,"Jisco, кей-поп кафе",70000001086897878,"Лиговский проспект, 30",1300.0,0,1,0,0,0,0,0,Корейская кухня,1300.0,17.24,4.2,303.0
462,"Kwakinn, паб",70000001021201139,"улица Марата, 19",1000.0,1,0,0,0,0,0,0,Европейская кухня,1000.0,18.81,4.1,87.0
463,"Beirut, кафе ближневосточной кухни",70000001021858841,"Стремянная, 11",1000.0,1,1,0,0,0,0,0,Ливанская кухня; Турецкая кухня,1000.0,17.51,4.6,81.0
464,"Дед Хо, бистро паназиатского стритфуда",70000001067271660,"Маяковского, 10",500.0,0,1,0,0,0,0,0,Тайская кухня; Азиатская кухня; Вьетнамская кухня,500.0,13.46,4.6,94.0
465,"Абажур, лобби-бар",5348552838770319,"Лиговский проспект, 10",1000.0,1,1,1,0,0,0,0,Европейская кухня; Русская кухня; Паназиатская кухня,1000.0,11.13,3.0,26.0
466,"Warsteiner Forum, кафе",70000001006620985,"Невский проспект, 120",900.0,1,0,0,0,0,1,0,Европейская кухня; Немецкая кухня,900.0,13.0,3.5,42.0
467,"Белла, кафе грузинской кухни",70000001032832393,"Гончарная, 5",600.0,1,0,0,0,1,0,0,Грузинская кухня,600.0,14.29,4.6,227.0
468,"Корейко, гриль-бар",70000001031068030,"Колокольная, 18",1500.0,1,0,0,0,0,0,0,Европейская кухня,1500.0,19.39,4.6,22.0
469,"Yalla, чайхана",70000001043166213,"Гончарная, 5",400.0,0,1,0,0,0,0,0,Восточная кухня; Халяльная кухня; Узбекская кухня,400.0,14.35,3.2,55.0
