,name,id,address_name,price_limit,Европейская кухня,Паназиатская кухня,Русская кухня,Американская кухня,Грузинская кухня,Постное меню,Вегетарианское меню,Cuisine,price_limit,office_time,reviews_general_rating,reviews_general_review_count
157,"Forrest, кафе",5348553838492314,"Лиговский проспект, 270 лит З",1000.0,1,1,0,0,1,0,0,Европейская кухня; Восточная кухня; Азербайджанская кухня; Грузинская кухня,1000.0,11.43,4.2,50.0
158,"Хачапурная, кафе",70000001083807967,"Малая Митрофаньевская, 5 к1 ст1",700.0,1,0,0,0,1,0,0,Грузинская кухня,700.0,12.37,4.8,11.0
159,"Фабрика кебаб, бистро",70000001039218572,"Московский проспект, 57",350.0,0,1,0,0,0,0,0,Восточная кухня,350.0,12.45,3.5,74.0
160,"Пита Питер, кафе греческой кухни",70000001066228306,"набережная Обводного канала, 118 лит С",500.0,1,0,0,0,0,0,0,Греческая кухня,500.0,12.51,3.7,18.0
161,"Bổ cafe, вьетнамское кафе",70000001066729717,"набережная Обводного канала, 118 лит С",490.0,0,1,0,0,0,0,0,Вьетнамская кухня,490.0,12.63,4.5,40.0
162,"Кебаб , кафе",70000001065991146,"Лиговский проспект, 271",300.0,0,1,0,0,0,0,0,Восточная кухня,300.0,13.07,3.0,44.0
163,Тихий sushi lab,70000001082844247,"набережная Обводного канала, 118 лит С",850.0,0,1,0,0,0,0,0,Японская кухня,850.0,13.16,3.4,11.0
164,"Chang express, служба доставки готовых блюд",70000001083878924,"набережная Обводного канала, 118 лит С",650.0,0,1,0,0,0,0,0,Азиатская кухня,650.0,13.21,4.0,36.0
165,"21 Верста, гранд-кафе",5348552838481134,"Московский проспект, 47",800.0,1,0,0,0,0,0,0,Сербская кухня,800.0,14.03,4.5,46.0
166,"Добрые Хинкали , кафе",70000001095407352,"7-я Красноармейская улица, 5",500.0,1,0,0,0,1,0,0,Грузинская кухня,500.0,14.34,5.0,2.0
167,"Sports` bar 84, спортбар",70000001020386076,"Батайский переулок, 3а",1500.0,1,0,0,0,0,0,0,Европейская кухня,1500.0,15.9,4.4,16.0
168,"Светлая пекарня, кафе",70000001047305479,"Верейская, 35",250.0,1,0,1,0,0,0,0,Домашняя кухня; Русская кухня,250.0,16.13,4.7,103.0
169,"Terra coffee, кофейня-пиццерия",70000001058642683,"7-я Красноармейская улица, 9",500.0,1,0,0,0,0,0,0,Европейская кухня; Итальянская кухня,500.0,14.6,4.5,72.0
170,"Кериа, кафе грузинской кухни",70000001053597443,"Клинский проспект, 22",750.0,1,0,0,0,1,0,0,Европейская кухня; Грузинская кухня,750.0,17.27,4.8,80.0
171,"Островский, гастробар",70000001030562662,"Клинский проспект, 17",500.0,1,0,1,1,0,0,0,Американская кухня; Еврейская кухня,500.0,17.83,4.2,77.0
172,"Italian pizza bar, траттория",5348552838652561,"3-я Красноармейская улица, 2",700.0,1,0,0,0,0,0,0,Итальянская кухня,700.0,17.58,4.2,81.0
173,"У Юли, кафе",70000001034059628,"Малодетскосельский проспект, 1",300.0,1,0,1,0,0,0,0,Европейская кухня; Русская кухня,300.0,17.72,4.5,32.0
174,"У Толстого, кафе",70000001062430780,"Бронницкая, 10",1500.0,1,0,0,0,1,0,0,Европейская кухня; Грузинская кухня,1500.0,19.06,4.7,37.0
175,"Husky bar, кафе-бар",5348553838578897,"4-я Красноармейская улица, 12",700.0,1,0,0,1,0,0,0,Американская кухня; Европейская кухня,700.0,17.36,4.3,96.0
176,"Трактир на Бронницкой, кафе",5348552838581042,"Бронницкая, 7",1500.0,1,0,1,0,0,0,0,Русская кухня,1500.0,19.19,4.2,56.0
177,"Техноложка, кафе",70000001047033706,"Московский проспект, 30",350.0,0,0,0,0,0,0,0,Домашняя кухня,350.0,18.98,3.1,35.0
178,"Бараш, кафе грузинской кухни",70000001096326461,"3-я Красноармейская улица, 8",890.0,1,0,0,0,1,0,0,Грузинская кухня,890.0,18.1,5.0,7.0
179,"Экмек, кафе",70000001078763518,"Бронницкая, 5",300.0,0,1,0,0,0,0,0,Восточная кухня,300.0,19.5,4.0,11.0
180,"Lucky пицца, пиццерия",5348552838696292,"2-я Красноармейская улица, 3а",800.0,1,1,0,0,0,0,0,Японская кухня; Итальянская кухня,800.0,18.95,4.3,146.0
181,"Штолле, кафе-пироговая",70000001017888666,"1-я Красноармейская улица, 4",700.0,1,0,1,0,0,0,0,Русская кухня,700.0,19.59,4.2,51.0
182,"Салам, кафе",70000001055011051,"7-я Красноармейская улица, 28-30",1000.0,0,1,0,0,0,0,0,Восточная кухня,1000.0,16.31,4.3,38.0
183,"Трактир на Боровой, кафе",5348552838593174,"Боровая, 59-61",450.0,0,0,0,0,0,0,0,Домашняя кухня,450.0,14.77,4.8,50.0
184,"Танин рест, кафе",70000001095387534,"набережная реки Фонтанки, 109",1000.0,1,0,1,0,0,0,0,Европейская кухня; Русская кухня,1000.0,28.34,5.0,1.0
185,"Брынза, чебуречная",5348552841296777,"Гороховая, 79",700.0,1,0,0,0,1,0,0,Европейская кухня; Кавказская кухня,700.0,27.42,4.4,284.0
186,"Sektor, гастробар",70000001088303991,"набережная реки Фонтанки, 109",1200.0,1,0,1,0,0,0,0,Европейская кухня; Русская кухня; Белорусская кухня,1200.0,28.4,5.0,67.0
187,"Старик Хинкалыч, кафе",70000001065449256,"набережная реки Фонтанки, 109",500.0,1,0,0,0,1,0,0,Кавказская кухня; Грузинская кухня,500.0,28.41,4.3,227.0
188,"Пироговый дворик, кафе-пекарня",70000001056089652,"Загородный проспект, 39",349.0,1,0,1,0,0,0,0,Домашняя кухня; Русская кухня,349.0,27.68,3.9,114.0
189,"Пойнт 67, кафе",70000001081831581,"Гороховая, 67 лит А",350.0,1,0,0,0,0,0,0,Европейская кухня,350.0,28.75,5.0,8.0
190,"Восточный двор, чайхона",70000001027853326,"Московский проспект, 10-12 лит Б",300.0,0,1,0,0,0,0,0,Восточная кухня; Халяльная кухня,300.0,28.94,4.6,13.0
191,"Огурцы, инклюзивное кафе",70000001040783720,"набережная реки Фонтанки, 96",650.0,0,0,0,0,0,0,1,Веганская кухня; Вегетарианская кухня,650.0,29.75,4.8,226.0
192,"Оши зафар, чайхана",70000001039877809,"Московский проспект, 10-12 к2",500.0,0,1,0,0,0,0,0,Восточная кухня,500.0,29.43,3.7,3.0
193,"Оранжерея, кафе",70000001020329882,"набережная реки Фонтанки, 118",500.0,1,0,1,0,0,0,0,Европейская кухня; Русская кухня,500.0,24.61,3.3,120.0
194,"ТанМен, мастерская лапши",70000001088230107,"Ефимова, 5",380.0,0,1,0,0,0,0,0,Тайская кухня,380.0,30.29,5.0,47.0
195,"Дружба, кафе быстрого питания",70000001039961990,"Московский проспект, 10-12 лит М",200.0,0,1,0,0,0,0,0,Восточная кухня; Узбекская кухня,200.0,30.0,3.0,2.0
196,"Таджикистан, чайхана",5348553839033655,"Московский проспект, 10-12",300.0,0,1,0,0,0,0,0,Восточная кухня; Узбекская кухня,300.0,30.1,3.7,17.0
197,"Халяль у Аскара, кафе",70000001021936219,"Московский проспект, 10-12",350.0,0,1,0,0,0,0,0,Восточная кухня; Халяльная кухня; Узбекская кухня,350.0,30.12,3.5,18.0
198,"Vegan pyramid, киоск фастфудной продукции",70000001034048380,"Московский проспект, 4а к1",200.0,0,0,0,0,0,0,1,Веганская кухня; Вегетарианская кухня,200.0,30.57,4.5,66.0
199,"Штолле, кафе-пироговая",70000001019786669,"Московский проспект, 105",500.0,1,0,1,0,0,0,0,Русская кухня,500.0,14.95,3.8,86.0
200,"China fashion Food, ресторан быстрого питания",70000001076217926,"Заставская, 33 лит Д",400.0,0,1,0,0,0,0,0,Тайская кухня; Китайская кухня; Азиатская кухня,400.0,15.95,4.2,37.0
201,"Брандмейстер, кафе",5348552838580695,"Заставская, 21 к1",600.0,1,1,0,0,0,0,0,Европейская кухня; Восточная кухня; Узбекская кухня,600.0,17.26,4.4,20.0
202,"Линдфорс, кафе-пироговая",70000001006975010,"Московский проспект, 128",500.0,1,0,1,0,0,0,0,Русская кухня,500.0,17.14,3.9,65.0
203,"Кебаб , кафе",70000001056939639,"Заставская, 44",300.0,0,1,0,0,0,0,0,Восточная кухня; Узбекская кухня,300.0,18.25,3.3,32.0
204,"Самарканд-сити, кафе",70000001082439296,"Московский проспект, 136 лит А2",500.0,0,1,0,0,0,0,0,Восточная кухня,500.0,19.65,3.7,3.0
205,"Коржов, пекарня-кондитерская",70000001084533800,"Заставская, 46 к1",500.0,1,0,1,0,0,0,0,Европейская кухня; Русская кухня,500.0,19.98,4.6,29.0
206,"На Цветочной, кафе",5348552838594169,"Цветочная, 25а",300.0,1,0,0,0,0,0,0,Европейская кухня,300.0,21.68,3.4,13.0
207,"Чайхана ялла, кафе",70000001040328718,"Старообрядческая, 12",300.0,0,1,0,0,0,0,0,Восточная кухня; Узбекская кухня,300.0,19.21,3.3,3.0
208,"Bar green gray, концептуальный бар",70000001051287240,"Заставская, 46 к2",900.0,1,0,0,0,0,0,0,Европейская кухня,900.0,21.67,4.9,32.0
209,"Русская кухня, кафе",70000001022571213,"Митрофаньевское шоссе, 10",360.0,1,0,1,0,0,0,0,Домашняя кухня; Русская кухня,360.0,16.42,5.0,5.0
210,"Русские традиции, кафе-бистро",5348552840513693,"Люботинский проспект, 5",285.0,1,0,0,0,0,0,0,Европейская кухня,285.0,26.93,4.2,11.0
211,"Хачапури и вино, кафе грузинской кухни",70000001080677433,"Решетникова, 12 к1",900.0,1,0,0,0,1,0,0,Грузинская кухня,900.0,29.66,3.2,46.0
212,"Bổ cafe, вьетнамское кафе",70000001064052209,"Решетникова, 12",550.0,0,1,0,0,0,0,0,Вьетнамская кухня,550.0,30.04,3.9,21.0
213,"Море, кафе",70000001060295539,"Московский проспект, 143",260.0,1,0,0,0,0,0,0,Европейская кухня,260.0,31.99,4.0,5.0
214,"Турист, кафе",70000001025217017,"Севастьянова, 3",550.0,1,0,1,0,0,0,0,Европейская кухня; Русская кухня,550.0,32.88,4.6,9.0
215,Кафе здоровых привычек,70000001044340892,"Варшавская улица, 5 к3",350.0,1,0,1,0,0,0,0,Европейская кухня; Русская кухня,350.0,30.23,3.5,7.0
216,"Лилия, кафе",5348552838541886,"Благодатная улица, 47",600.0,1,0,0,0,1,0,0,Европейская кухня; Грузинская кухня,600.0,34.86,3.6,47.0
217,"Foggy Dew, ирландский паб",5348552838574094,"Московский проспект, 182",750.0,1,0,1,0,0,1,0,Европейская кухня; Русская кухня,750.0,35.03,3.6,44.0
218,"Пастернак, кафе",70000001083456407,"Благодатная улица, 16",1000.0,1,0,1,0,1,0,0,Европейская кухня; Русская кухня; Кавказская кухня,1000.0,35.08,4.4,31.0
219,Бар вредных привычек,70000001044552723,"Благодатная улица, 35",400.0,1,0,1,0,0,0,0,Русская кухня,400.0,35.51,2.3,3.0
220,"Бустон, кафе",70000001063005841,"проспект Юрия Гагарина, 1",360.0,0,1,0,0,0,0,0,Восточная кухня,360.0,35.49,2.5,8.0
221,"Плов центр, кафе",70000001076500840,"Благодатная улица, 63/8",500.0,0,1,0,0,0,0,0,Узбекская кухня,500.0,35.67,2.7,10.0
222,"У фонтана, кафе-бар",5348552838544336,"Севастьянова, 14",500.0,1,0,1,0,0,0,0,Русская кухня,500.0,37.37,3.0,11.0
223,"Coffee232, кофейня с кухней",70000001057843654,"Лиговский проспект, 232 ст1",800.0,1,0,0,0,0,0,0,Европейская кухня,800.0,15.04,4.4,60.0
224,"Вкусно и недорого, кафе",70000001017245711,"Расстанная, 10",300.0,1,1,1,0,0,0,0,Русская кухня; Восточная кухня,300.0,17.37,4.7,108.0
225,"Чито Гврито, ресторан грузинской кухни",5348553838631816,"Лиговский проспект, 198",800.0,1,0,0,0,1,0,0,Грузинская кухня,800.0,18.57,3.5,67.0
226,"Галата, Galata bakery",70000001054711643,"Курская, 24",380.0,1,1,0,0,0,0,0,Восточная кухня; Халяльная кухня; Турецкая кухня,380.0,22.11,4.8,65.0
227,"Frau Muller, рестобар",70000001023536247,"Лиговский проспект, 183",1200.0,1,0,0,0,0,0,0,Европейская кухня; Немецкая кухня,1200.0,22.08,4.4,44.0
228,Хачапурная,5348552839797263,"Лиговский проспект, 154",1200.0,1,0,0,0,1,0,0,Грузинская кухня,1200.0,22.56,4.7,48.0
229,"Дед Хо, бистро паназиатского стритфуда",70000001033226278,"Лиговский проспект, 138",500.0,0,1,0,0,0,0,0,Азиатская кухня; Вьетнамская кухня,500.0,24.19,4.6,334.0
230,Плов house,70000001069261832,"набережная Обводного канала, 42",700.0,1,1,0,0,1,0,0,Восточная кухня; Кавказская кухня; Узбекская кухня,700.0,26.87,5.0,46.0
231,"Сурхон, кафе",70000001019194936,"улица Салова, 36",250.0,1,1,0,0,0,0,0,Европейская кухня; Узбекская кухня,250.0,36.86,4.0,11.0
232,"Звезда востока, кафе-бистро",70000001035773738,"улица Салова, 36",350.0,0,1,0,0,0,0,0,Восточная кухня,350.0,37.51,4.0,4.0
233,"Эспланада, кафе",70000001007200566,"Лиговский проспект, 130",350.0,1,0,1,0,0,0,0,Европейская кухня; Русская кухня,350.0,25.38,2.6,7.0
234,"Я люблю кофе, кофейня",70000001031979766,"Лиговский проспект, 147",700.0,1,0,1,0,0,0,0,Европейская кухня; Русская кухня,700.0,26.24,4.8,109.0
235,"Сам пришёл, кафе грузинский кухни",70000001063216057,"Боровая, 42",700.0,1,0,0,0,1,0,0,Грузинская кухня,700.0,22.73,4.6,38.0
236,Кафе,70000001054954829,"Стрельбищенская, 16",400.0,0,1,0,0,0,0,0,Узбекская кухня,400.0,31.27,4.0,3.0
237,"235, бар",70000001059088445,"Лиговский проспект, 139",800.0,1,0,1,0,0,0,0,Европейская кухня; Русская кухня,800.0,27.67,4.4,32.0
238,"Оптимист, кофейня",70000001045273013,"улица Черняховского, 25",500.0,1,0,0,0,0,0,0,Европейская кухня,500.0,30.96,4.5,106.0
239,"Гильдия, паб",5348552838480700,"набережная Обводного канала, 120",800.0,1,0,0,0,0,0,0,Европейская кухня,800.0,18.23,4.3,78.0
240,"The Plaсe, ресторан-клуб",5348552838665541,"улица Маршала Говорова, 47",2000.0,1,1,0,0,0,0,0,Европейская кухня; Азиатская кухня,2000.0,23.02,4.2,70.0
241,"Кебаб , кафе",70000001075766715,"11-я Красноармейская улица, 2",200.0,0,1,0,0,0,0,0,Узбекская кухня,200.0,17.75,3.6,48.0
242,"Золотая рыбка, кафе быстрого питания",5348552840697626,"набережная Обводного канала, 132",200.0,0,1,0,0,0,0,0,Восточная кухня,200.0,23.69,3.1,24.0
243,"La`gom, кафе",70000001045834745,"Ивана Черных, 10Б",1200.0,1,0,0,0,1,0,0,Грузинская кухня,1200.0,29.18,4.4,48.0
244,"Уни, кафе",70000001063161960,"Ивана Черных, 4",250.0,0,1,0,0,0,0,0,Халяльная кухня,250.0,31.34,3.7,3.0
245,"Кебаб , кафе",70000001066965974,"Старо-Петергофский проспект, 35Б",300.0,0,1,0,0,0,0,0,Восточная кухня,300.0,31.14,3.6,23.0
246,"Азия плов, кафе",70000001094677241,"Старо-Петергофский проспект, 37",700.0,0,1,0,0,0,0,0,Восточная кухня,700.0,31.6,5.0,2.0
247,"Вальтер, кафе",70000001027751358,"Старо-Петергофский проспект, 37",800.0,1,0,1,0,0,0,0,Европейская кухня; Русская кухня,800.0,31.69,4.2,21.0
248,"Сомони, кафе плова халяль",70000001065294714,"Старо-Петергофский проспект, 41",600.0,0,1,0,0,0,0,0,Восточная кухня,600.0,32.18,4.6,41.0
249,"Чердак, кафе",5348552838575147,"Старо-Петергофский проспект, 54",1000.0,1,0,0,0,0,0,0,Домашняя кухня; Европейская кухня,1000.0,32.54,4.7,79.0
250,"Пироговый дворик, кафе-пекарня",5348552840819024,"Старо-Петергофский проспект, 43-45",249.0,1,0,1,0,0,0,0,Домашняя кухня; Русская кухня,249.0,32.63,4.1,103.0
251,"Сурхон, кафе",70000001007382950,"Нарвский проспект, 18",500.0,0,1,0,0,0,0,0,Восточная кухня; Узбекская кухня,500.0,33.32,3.6,20.0
252,"Vittoria, траттория",70000001028594079,"Нарвский проспект, 24",1200.0,1,0,0,0,0,0,0,Европейская кухня; Итальянская кухня,1200.0,33.54,3.9,23.0
253,"Хачапури&Хинкали, кафе грузинской кухни",70000001067315972,"Нарвский проспект, 29",400.0,1,0,0,0,1,0,0,Грузинская кухня,400.0,33.83,3.6,22.0
254,"Мармариса, кафе-бистро",70000001048169697,"Нарвский проспект, 31",300.0,0,1,0,0,0,0,0,Восточная кухня,300.0,33.86,4.5,188.0
255,"Райхан, кафе узбекской кухни",70000001023572179,"Нарвский проспект, 9 к2",500.0,0,1,0,0,0,0,0,Узбекская кухня,500.0,33.65,4.1,23.0
256,"Теремок, ресторан домашней кухни",70000001032233859,"площадь Стачек, 9",350.0,1,0,1,0,0,0,0,Русская кухня,350.0,34.21,4.1,154.0
257,"Кебаб , кафе",70000001078937308,"Боровая, 34/24",350.0,0,1,0,0,0,0,0,Восточная кухня,350.0,25.54,2.6,9.0
258,"Аль-Шарк, кафе",5348552838520467,"улица Марата, 86",450.0,1,1,1,0,0,0,0,Русская кухня; Восточная кухня,450.0,24.56,3.6,98.0
259,"Подкова, кафе",5348552838562056,"Звенигородская улица, 22",2000.0,1,0,0,0,0,1,0,Европейская кухня,2000.0,25.37,3.9,16.0
260,"Trans-Force, интерактивный театр-кафе",70000001035379666,"улица Марата, 86",800.0,1,0,0,0,1,1,0,Европейская кухня; Кавказская кухня,800.0,24.94,3.8,53.0
261,"Бухта, семейное кафе",70000001051333655,"улица Марата, 86",600.0,1,0,0,0,1,0,0,Грузинская кухня,600.0,24.93,4.1,222.0
262,"Чито Гврито, кафе грузинской кухни",70000001035177395,"Лиговский проспект, 133",700.0,1,0,0,0,1,0,0,Грузинская кухня,700.0,28.32,3.6,45.0
263,"Бородино, кафе",5348552838525436,"Лермонтовский проспект, 50",900.0,1,0,0,0,0,0,0,Европейская кухня,900.0,22.59,3.2,56.0
264,"Кебаб , кафе",70000001068075461,"Лермонтовский проспект, 50",300.0,0,1,0,0,0,0,0,Узбекская кухня,300.0,22.8,2.9,26.0
265,"Кебаб , кафе",70000001057506898,"Рижский проспект, 4-6",350.0,0,1,0,0,0,0,0,Восточная кухня; Узбекская кухня,350.0,24.32,3.2,92.0
266,"Бездна, бар",70000001093771754,"Рижский проспект, 12",600.0,1,0,0,0,0,0,0,Европейская кухня,600.0,25.33,4.9,15.0
267,"Ода, кафе грузинской кухни",70000001025916617,"Измайловский проспект, 5",1100.0,1,0,0,0,1,0,0,Грузинская кухня,1100.0,23.95,4.3,68.0
